iter	MAE	RMSE
880	0.2479156016	0.3771001064
881	0.2478987779	0.3770612981
882	0.2478501744	0.3769927777
883	0.2478208681	0.3769367739
884	0.2477648341	0.3768684067
885	0.2477349782	0.3768129757
886	0.2477176187	0.376786802
887	0.2476276652	0.3766494467
888	0.2475949862	0.3765980931
889	0.2475892024	0.3765886827
890	0.247550303	0.3765162521
891	0.2475194673	0.3764375086
892	0.247412473	0.3762733586
893	0.2473617669	0.376186047
894	0.2473084491	0.3761175876
895	0.2472586732	0.3760135727
896	0.2471940544	0.3759161055
897	0.2471468362	0.3758505403
898	0.2471189607	0.3758075918
899	0.2470873017	0.3757339077
900	0.2470168698	0.375624293
901	0.2469489459	0.3755622337
902	0.2469194836	0.3754942881
903	0.2468758918	0.375427862
904	0.246827966	0.3753755796
905	0.2467831615	0.3752938468
906	0.2467556136	0.3752399544
907	0.2467024313	0.3751656984
908	0.2466752542	0.3751210591
909	0.2466196145	0.375052623
910	0.2465844154	0.3749733847
911	0.2465606488	0.3749220672
912	0.2465481542	0.3748943469
913	0.2464992076	0.3748449211
914	0.2464737671	0.3747973405
915	0.2464685661	0.3747902828
916	0.2464075116	0.3747080451
917	0.2463711	0.3746728288
918	0.2463239964	0.3746049532
919	0.2463015049	0.3745707373
920	0.2462759101	0.3745462895
921	0.246147395	0.3743942243
922	0.2461431567	0.3743894985
923	0.2461102904	0.3743391091
924	0.2460647095	0.3742658208
925	0.2459496245	0.3740858099
926	0.2458660287	0.3739624577
927	0.245859329	0.3739275346
928	0.245822157	0.3738929559
929	0.2457501231	0.3738271524
930	0.2456981235	0.3737290382
931	0.2456281808	0.3736311564
932	0.2455814611	0.3735556348
933	0.2455410375	0.3735004837
934	0.2455319429	0.3734826643
935	0.2454049001	0.3733205724
936	0.2453175112	0.3732161584
937	0.2452624912	0.3731344211
938	0.2452492439	0.3731012313
939	0.2452366654	0.3730657554
940	0.2452072532	0.3730147996
941	0.2451349125	0.3729250242
942	0.2451277241	0.3729065876
943	0.2451150693	0.3728598491
944	0.2450678824	0.3727942674
945	0.2450413139	0.3727430417
946	0.2450062717	0.3726862183
947	0.24498113	0.372652985
948	0.2449311744	0.3726053219
949	0.2449059418	0.3725415204
950	0.2448740193	0.3724732913
951	0.2448179964	0.3724000656
952	0.2448063879	0.3723683513
953	0.244788199	0.3723293417
954	0.2447499283	0.3722533845
955	0.2446722681	0.3721485118
956	0.2446016867	0.3720441594
957	0.2445572395	0.371973698
958	0.244474435	0.3718657472
959	0.2444469761	0.3718370463
960	0.2444059578	0.3717488428
961	0.2443299724	0.3716604526
962	0.2443156895	0.3716467769
963	0.2442649661	0.3715468013
964	0.2442548796	0.3715191473
965	0.2442016777	0.3714460313
966	0.2441669087	0.3713952729
967	0.2441078276	0.3713222107
968	0.244073918	0.3712561427
969	0.2439969879	0.3711468845
970	0.2439366407	0.3710571189
971	0.2439139185	0.3710161806
972	0.2439019632	0.3709895857
973	0.2438809466	0.3709318671
974	0.2438477144	0.3708721605
975	0.2438115741	0.3708125
976	0.2437832268	0.3707693274
977	0.2437495916	0.3707130882
978	0.2436618055	0.3705968278
979	0.2436412473	0.3705692344
980	0.2436190574	0.3705197594
981	0.2435375702	0.3704202153
982	0.2434614267	0.3702791085
983	0.2433882785	0.3701900103
984	0.2433367851	0.3701161835
985	0.2432964012	0.3700496593
986	0.2432942609	0.3700485855
987	0.2432768857	0.3700346803
988	0.2432684629	0.3700114195
989	0.2431909873	0.3699025669
990	0.243143288	0.3698255427
991	0.2431187264	0.3697757329
992	0.2430426776	0.3696527746
993	0.2429935186	0.3695889877
994	0.2429328493	0.3694778845
995	0.2429004754	0.36942381
996	0.2428275143	0.3693175916
997	0.2428088989	0.3692836282
998	0.2427793631	0.3692457223
999	0.2427613452	0.3692241388
