model_slug,year,trim_name,price_min_aed,price_max_aed,price_avg_aed,price_raw,currency,url,scraped_at,make,model_name,model,annual_dep_rate,car_age,depreciated_value
jeep-cherokee,2022,Sport 4x2,99900,100000,99950,"AED 99,900 - 100,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-cherokee/2022/,2026-06-16T10:24:39Z,JEEP,CHEROKEE,CHEROKEE,0.1204763366790822,4,59810.0
jeep-cherokee,2022,Longitude 4x4,109900,110000,109950,"AED 109,900 - 110,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-cherokee/2022/,2026-06-16T10:24:39Z,JEEP,CHEROKEE,CHEROKEE,0.1204763366790822,4,65794.0
jeep-cherokee,2022,Trailhawk 4x4,129000,130000,129500,"AED 129,000 - 130,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-cherokee/2022/,2026-06-16T10:24:39Z,JEEP,CHEROKEE,CHEROKEE,0.1204763366790822,4,77493.0
jeep-cherokee,2022,Limited 4x4,120000,129900,124950,"AED 129,900 - 120,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-cherokee/2022/,2026-06-16T10:24:39Z,JEEP,CHEROKEE,CHEROKEE,0.1204763366790822,4,74770.0
jeep-commander,2026,Limited Plus,149900,150000,149950,"AED 149,900 - 150,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-commander/2026/,2026-06-16T10:24:51Z,JEEP,COMMANDER,COMMANDER,0.0591233072986192,0,149950.0
jeep-commander,2026,Overland,159900,160000,159950,"AED 159,900 - 160,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-commander/2026/,2026-06-16T10:24:51Z,JEEP,COMMANDER,COMMANDER,0.0591233072986192,0,159950.0
jeep-compass,2022,Longitude,89900,90000,89950,"AED 89,900 - 90,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-compass/2022/,2026-06-16T10:24:53Z,JEEP,COMPASS,COMPASS,0.1270424458206992,4,52236.0
jeep-compass,2022,Trailhawk,114900,115000,114950,"AED 114,900 - 115,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-compass/2022/,2026-06-16T10:24:53Z,JEEP,COMPASS,COMPASS,0.1270424458206992,4,66755.0
jeep-compass,2022,Limited,114900,115000,114950,"AED 114,900 - 115,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-compass/2022/,2026-06-16T10:24:53Z,JEEP,COMPASS,COMPASS,0.1270424458206992,4,66755.0
jeep-gladiator,2022,Gladiator Sport,179000,185000,182000,"AED 179,000 - 185,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2022/,2026-06-16T10:25:00Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,4,124361.0
jeep-gladiator,2022,Gladiator Overland,198000,217000,207500,"AED 198,000 - 217,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2022/,2026-06-16T10:25:00Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,4,141785.0
jeep-gladiator,2022,Sand Runner,234900,235000,234950,"AED 234,900 - 235,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2022/,2026-06-16T10:25:00Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,4,160541.0
jeep-gladiator,2022,Rubicon,250000,251000,250500,"AED 250,000 - 251,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2022/,2026-06-16T10:25:00Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,4,171167.0
jeep-gladiator,2023,Gladiator Sport,179000,185000,182000,"AED 179,000 - 185,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2023/,2026-06-16T10:25:02Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,3,136782.0
jeep-gladiator,2023,Gladiator Overland,198000,217000,207500,"AED 198,000 - 217,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2023/,2026-06-16T10:25:02Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,3,155947.0
jeep-gladiator,2023,Sand Runner,234900,235000,234950,"AED 234,900 - 235,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2023/,2026-06-16T10:25:02Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,3,176577.0
jeep-gladiator,2023,Rubicon,250000,251000,250500,"AED 250,000 - 251,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2023/,2026-06-16T10:25:02Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,3,188264.0
jeep-gladiator,2024,3.6 V6 Gladiator Sport 4WD,204900,205000,204950,"AED 204,900 - 205,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2024/,2026-06-16T10:25:04Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,2,169416.0
jeep-gladiator,2024,3.6 V6 Sand Runner 4WD,254900,255000,254950,"AED 254,900 - 255,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2024/,2026-06-16T10:25:04Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,2,210747.0
jeep-gladiator,2025,3.6 V6 Sport 4WD,204900,205000,204950,"AED 204,900 - 205,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2025/,2026-06-16T10:25:07Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,1,186338.0
jeep-gladiator,2025,3.6 V6 Sand Runner 4WD,254900,255000,254950,"AED 254,900 - 255,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-gladiator/2025/,2026-06-16T10:25:07Z,JEEP,GLADIATOR,GLADIATOR,0.090813833120275,1,231797.0
jeep-grand-cherokee,2022,V6 Altitude,199900,200000,199950,"AED 199,900 - 200,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-grand-cherokee/2022/,2026-06-16T10:25:10Z,JEEP,GRAND CHEROKEE,GRAND CHEROKEE,0.1409503655485338,4,108892.0
jeep-grand-cherokee,2022,V6 Limited Plus,219900,220000,219950,"AED 219,900 - 220,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-grand-cherokee/2022/,2026-06-16T10:25:10Z,JEEP,GRAND CHEROKEE,GRAND CHEROKEE,0.1409503655485338,4,119783.0
jeep-grand-cherokee,2022,V6 Overland,259900,260000,259950,"AED 259,900 - 260,000",AED,https://www.drivearabia.com/carprices/uae/jeep/jeep-grand-cherokee/2022/,2026-06-16T10:25:10Z,JEEP,GRAND CHEROKEE,GRAND CHEROKEE,0.1409503655485338,4,141567.0
