model_slug,year,trim_name,price_min_aed,price_max_aed,price_avg_aed,price_raw,currency,url,scraped_at
infiniti-q50,2022,3.0T Red Sport,218500,225000,221750,"AED 218,500 - 225,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2022/,2026-06-16T09:44:42Z
infiniti-q50,2023,3.0T V6 Luxe,153000,154000,153500,"AED 153,000 - 154,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2023/,2026-06-16T09:44:45Z
infiniti-q50,2023,3.0T V6 Sensory,163000,164000,163500,"AED 163,000 - 164,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2023/,2026-06-16T09:44:45Z
infiniti-q50,2023,3.0T V6 Sport,180000,181000,180500,"AED 180,000 - 181,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2023/,2026-06-16T09:44:45Z
infiniti-q50,2023,3.0T V6 Red Sport,205000,206000,205500,"AED 205,000 - 206,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2023/,2026-06-16T09:44:45Z
infiniti-q50,2024,3.0T V6 Luxe RWD,153000,154000,153500,"AED 153,000 - 154,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2024/,2026-06-16T09:44:47Z
infiniti-q50,2024,3.0T V6 Sensory RWD,163000,164000,163500,"AED 163,000 - 164,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2024/,2026-06-16T09:44:47Z
infiniti-q50,2024,3.0T V6 Sport RWD,180000,181000,180500,"AED 180,000 - 181,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2024/,2026-06-16T09:44:47Z
infiniti-q50,2024,3.0T V6 Red Sport RWD,205000,206000,205500,"AED 205,000 - 206,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q50/2024/,2026-06-16T09:44:47Z
infiniti-q60-coupe,2022,2.0T Premium,175000,176000,175500,"AED 175,000 - 176,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q60-coupe/2022/,2026-06-16T09:44:58Z
infiniti-q60-coupe,2022,3.0T Premium,220000,221000,220500,"AED 220,000 - 221,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q60-coupe/2022/,2026-06-16T09:44:58Z
infiniti-q60-coupe,2022,3.0T Red Sport,280000,281000,280500,"AED 280,000 - 281,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q60-coupe/2022/,2026-06-16T09:44:58Z
infiniti-qx50,2022,Luxe AWD,171000,175000,173000,"AED 171,000 - 175,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2022/,2026-06-16T09:45:19Z
infiniti-qx50,2022,Autograph AWD,245200,246000,245600,"AED 245,200 - 246,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2022/,2026-06-16T09:45:19Z
infiniti-qx50,2023,2.0T I4 Luxe 2WD,175000,176000,175500,"AED 175,000 - 176,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2023/,2026-06-16T09:45:21Z
infiniti-qx50,2023,2.0T I4 Style AWD,190000,191000,190500,"AED 190,000 - 191,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2023/,2026-06-16T09:45:21Z
infiniti-qx50,2023,2.0T I4 Black Edition AWD,195000,196000,195500,"AED 195,000 - 196,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2023/,2026-06-16T09:45:21Z
infiniti-qx50,2023,2.0T I4 Sensory AWD,215000,216000,215500,"AED 215,000 - 216,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2023/,2026-06-16T09:45:21Z
infiniti-qx50,2023,2.0T I4 Autograph AWD,230000,231000,230500,"AED 230,000 - 231,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2023/,2026-06-16T09:45:21Z
infiniti-qx50,2024,2.0TC I4 Luxe 2WD,187000,188000,187500,"AED 187,000 - 188,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2024/,2026-06-16T09:45:23Z
infiniti-qx50,2024,2.0TC I4 Style AWD,191000,200000,195500,"AED 200,000 - 191,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2024/,2026-06-16T09:45:23Z
infiniti-qx50,2024,2.0TC I4 Sport AWD,227000,228000,227500,"AED 227,000 - 228,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2024/,2026-06-16T09:45:23Z
infiniti-qx50,2024,2.0TC I4 Autograph AWD,237000,238000,237500,"AED 237,000 - 238,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2024/,2026-06-16T09:45:23Z
infiniti-qx50,2025,2.0TC I4 Luxe 2WD,187000,188000,187500,"AED 187,000 - 188,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2025/,2026-06-16T09:45:25Z
infiniti-qx50,2025,2.0TC I4 Style AWD,191000,200000,195500,"AED 200,000 - 191,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2025/,2026-06-16T09:45:25Z
infiniti-qx50,2025,2.0TC I4 Sport AWD,227000,228000,227500,"AED 227,000 - 228,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2025/,2026-06-16T09:45:25Z
infiniti-qx50,2025,2.0TC I4 Autograph AWD,237000,238000,237500,"AED 237,000 - 238,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2025/,2026-06-16T09:45:25Z
infiniti-qx50,2026,Luxe 2WD,187000,188000,187500,"AED 187,000 - 188,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2026/,2026-06-16T09:45:27Z
infiniti-qx50,2026,Style AWD,191000,200000,195500,"AED 200,000 - 191,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2026/,2026-06-16T09:45:27Z
infiniti-qx50,2026,Sport AWD,227000,228000,227500,"AED 227,000 - 228,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2026/,2026-06-16T09:45:27Z
infiniti-qx50,2026,Autograph AWD,237000,238000,237500,"AED 237,000 - 238,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx50/2026/,2026-06-16T09:45:27Z
infiniti-qx55,2022,Luxe,195000,196000,195500,"AED 195,000 - 196,000",AED,https://www.drivearabia.com/carprices/uae/infiniti/infiniti-qx55/2022/,2026-06-16T09:45:29Z
