make,model,n,distinct_years,annual_dep_rate,method
MERCEDES BENZ,GLS 400,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GLS 450,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,GT 63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MERCEDES,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MERCEDES 200 CLA,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MERCEDES 5500L,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MERCEDES G 550,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,MERCEDES S550,1,1,0.12597345420100622,brand_fallback
LYNK & CO,03 PLUS,1,1,0.14360792525387817,brand_fallback
LYNK & CO,05,1,1,0.14360792525387817,brand_fallback
LYNK & CO,6,1,1,0.14360792525387817,brand_fallback
LYNK & CO,9,1,1,0.14360792525387817,brand_fallback
LYNK & CO,LYNK CO,1,1,0.14360792525387817,brand_fallback
LYNK and CO,900,1,1,0.11955800924981667,global_fallback
Land Rover,DISCOVERY SPORT,1,1,0.1276865061033145,brand_fallback
Lexus,GS450H,1,1,0.09017920408279849,brand_fallback
LEXUS,LX 600,1,1,0.09017920408279849,brand_fallback
LEXUS,LX 700 H,1,1,0.09017920408279849,brand_fallback
LEXUS,MAXIMA,1,1,0.09017920408279849,brand_fallback
LEXUS,ML350,1,1,0.09017920408279849,brand_fallback
LEXUS,NIAS 350,1,1,0.09017920408279849,brand_fallback
LEXUS,NSX,1,1,0.09017920408279849,brand_fallback
LEXUS,NX 350,1,1,0.09017920408279849,brand_fallback
LEXUS,NX 450H,1,1,0.09017920408279849,brand_fallback
LEXUS,SC 430,1,1,0.09017920408279849,brand_fallback
LEXUS,SCION IQ,1,1,0.09017920408279849,brand_fallback
LEXUS,SIXTIES 175,1,1,0.09017920408279849,brand_fallback
LEXUS,UX 200,1,1,0.09017920408279849,brand_fallback
LEXUS,UX 300 H,1,1,0.09017920408279849,brand_fallback
LEXUS,UX250(4WD),1,1,0.09017920408279849,brand_fallback
LEXUS,UX300 E,1,1,0.09017920408279849,brand_fallback
LEXUS,LX 470,1,1,0.09017920408279849,brand_fallback
MERCEDES BENZ,S 63,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S L 43 / COUPE,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S430,1,1,0.12597345420100622,brand_fallback
LEXUS,RX 2.0,1,1,0.09017920408279849,brand_fallback
LEXUS,RX270,1,1,0.09017920408279849,brand_fallback
LEXUS,RX350L,1,1,0.09017920408279849,brand_fallback
LEXUS,RX400,1,1,0.09017920408279849,brand_fallback
LEXUS,SC 400,1,1,0.09017920408279849,brand_fallback
LOTUS,EXIGE,1,1,0.21512886677925416,brand_fallback
MERCEDES BENZ,PICKUP,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,R350L,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,RSX,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S 320 L,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S 400h,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S 500 L,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,S 560,1,1,0.12597345420100622,brand_fallback
LAND ROVER,LR 3,1,1,0.1276865061033145,brand_fallback
LAND ROVER,PICKUP,1,1,0.1276865061033145,brand_fallback
LAND ROVER,RANGE ROVER 4WD,1,1,0.1276865061033145,brand_fallback
LAND ROVER,RANGE ROVER VOG,1,1,0.1276865061033145,brand_fallback
LAND ROVER,UNKNOWN,1,1,0.1276865061033145,brand_fallback
LAND ROVER,VOGUE,1,1,0.1276865061033145,brand_fallback
LEAPMOTOR,C 16,1,1,0.11955800924981667,global_fallback
LEAPMOTOR,C16,1,1,0.11955800924981667,global_fallback
LEXUS,ES,1,1,0.09017920408279849,brand_fallback
LEXUS,ES 250,1,1,0.09017920408279849,brand_fallback
LEXUS,ES 300H,1,1,0.09017920408279849,brand_fallback
LEXUS,ES200,1,1,0.09017920408279849,brand_fallback
LEXUS,ES300h,1,1,0.09017920408279849,brand_fallback
LEXUS,GS 450 H,1,1,0.09017920408279849,brand_fallback
LEXUS,GX 460,1,1,0.09017920408279849,brand_fallback
LAND ROVER,FREELANDER,1,1,0.1276865061033145,brand_fallback
LEXUS,LM 300H,1,1,0.09017920408279849,brand_fallback
LEXUS,LS460L,1,1,0.09017920408279849,brand_fallback
MERCEDES BENZ,SEL 560,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,SL280,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,SL60 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,SLINGSHOT S,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,SLK 200,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,SLK-CLASS,1,1,0.12597345420100622,brand_fallback
LEXUS,NX200,1,1,0.09017920408279849,brand_fallback
LEXUS,HARLEY DAVIDSON FAT,1,1,0.09017920408279849,brand_fallback
LEXUS,HS250H,1,1,0.09017920408279849,brand_fallback
LEXUS,IS 200T,1,1,0.09017920408279849,brand_fallback
LEXUS,IS 500,1,1,0.09017920408279849,brand_fallback
LEXUS,IS200,1,1,0.09017920408279849,brand_fallback
LEXUS,LEXUS,1,1,0.09017920408279849,brand_fallback
LEXUS,LFA,1,1,0.09017920408279849,brand_fallback
LAND ROVER,DEFENDER110,1,1,0.1276865061033145,brand_fallback
LAND ROVER,EC01,1,1,0.1276865061033145,brand_fallback
LAND ROVER,ENVISION,1,1,0.1276865061033145,brand_fallback
KIA,SIXTIES 17,1,1,0.13177905251232663,brand_fallback
KIA,SORRENTO,1,1,0.13177905251232663,brand_fallback
KIA,يونجو,1,1,0.13177905251232663,brand_fallback
KIA ,CERATO,1,1,0.13177905251232663,brand_fallback
KIA41964,SORENTO,1,1,0.11955800924981667,global_fallback
MERCEDES-BENZ,B250,1,1,0.12597345420100622,brand_fallback
Kia,Soul,1,1,0.13177905251232663,brand_fallback
LAMBORGHINI,SIAN,1,1,0.07300999819599842,brand_fallback
LANCIA,DELTA,1,1,0.11955800924981667,global_fallback
LAND ROVER,2023,1,1,0.1276865061033145,brand_fallback
LAND ROVER,DEFENDER 10,1,1,0.1276865061033145,brand_fallback
LAND ROVER,DEFENDER 90 X-DYNAMIC SE,1,1,0.1276865061033145,brand_fallback
LAND ROVER,DEFENDER/STATION,1,1,0.1276865061033145,brand_fallback
LEXUS,CH150T-34,1,1,0.09017920408279849,brand_fallback
MERCEDES BENZ,SLR,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,V-CLASS-MPV,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,V220 D,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,V280,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,اتيجو 1725,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,A220,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,A45,1,1,0.12597345420100622,brand_fallback
LEAPMOTORS,C 160,1,1,0.13014386082301965,brand_fallback
LEAPMOTORS,C11,1,1,0.13014386082301965,brand_fallback
LEOPARD,LEOPARD 5,1,1,0.11955800924981667,global_fallback
LEXUS,2005,1,1,0.09017920408279849,brand_fallback
LEXUS,200T,1,1,0.09017920408279849,brand_fallback
LEXUS,460,1,1,0.09017920408279849,brand_fallback
LEXUS,460 LS,1,1,0.09017920408279849,brand_fallback
LEXUS,ATOS,1,1,0.09017920408279849,brand_fallback
KIA,KIA SEDONA,1,1,0.13177905251232663,brand_fallback
KIA,KIA SELTOS,1,1,0.13177905251232663,brand_fallback
KIA,KIA SOUL,1,1,0.13177905251232663,brand_fallback
KIA,KX1,1,1,0.13177905251232663,brand_fallback
KIA,L9,1,1,0.13177905251232663,brand_fallback
KIA,MT-09,1,1,0.13177905251232663,brand_fallback
KIA,PICANTO HATCHBACK,1,1,0.13177905251232663,brand_fallback
KIA,PRIDE,1,1,0.13177905251232663,brand_fallback
KIA,KIA CARNIVAL,1,1,0.13177905251232663,brand_fallback
KIA,KIA K 3,1,1,0.13177905251232663,brand_fallback
KIA,KIA K 4,1,1,0.13177905251232663,brand_fallback
KIA,KIA K3,1,1,0.13177905251232663,brand_fallback
KIA,KIA K4,1,1,0.13177905251232663,brand_fallback
KIA,KIA K4000G,1,1,0.13177905251232663,brand_fallback
KIA,KIA K5,1,1,0.13177905251232663,brand_fallback
KIA,KIA RIO,1,1,0.13177905251232663,brand_fallback
MERCEDES-BENZ,CLK63 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,CLS500,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,CLS63 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,EQA 350,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,EQE 500,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,EQE 53 4M,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,GLB220,1,1,0.12597345420100622,brand_fallback
KIA,KIA CARENS,1,1,0.13177905251232663,brand_fallback
KTM,1290,1,1,0.11955800924981667,global_fallback
KTM,390 DUKE,1,1,0.11955800924981667,global_fallback
KTM,X BOW,1,1,0.11955800924981667,global_fallback
Kawasaki,KAWASAKI Z 900,1,1,0.11955800924981667,global_fallback
Kawasaki,KX250,1,1,0.11955800924981667,global_fallback
Kawasaki,KX450,1,1,0.11955800924981667,global_fallback
Kawasaki,Ninja 300,1,1,0.11955800924981667,global_fallback
Kawasaki,ZX6R,1,1,0.11955800924981667,global_fallback
JETOUR,X 70,1,1,0.07393419046285743,brand_fallback
JETOUR,X 70 PLUS,1,1,0.07393419046285743,brand_fallback
JETOUR,X70L,1,1,0.07393419046285743,brand_fallback
JINBEI,X30,1,1,0.11955800924981667,global_fallback
JMC,JX1043DSL2,1,1,0.11209304195732106,brand_fallback
JMC,JX3043XSG2,1,1,0.11209304195732106,brand_fallback
JMC,PICK UP,1,1,0.11209304195732106,brand_fallback
JMC,VIGUS,1,1,0.11209304195732106,brand_fallback
MERCEDES-BENZ,S680,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,SL500,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,SL600,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,VITO,1,1,0.12597345420100622,brand_fallback
MERCURY,MARINER,1,1,0.14459532721791807,brand_fallback
JETOUR,T 2/STATION,1,1,0.07393419046285743,brand_fallback
JETOUR,TRAVELLER,1,1,0.07393419046285743,brand_fallback
JETOUR,UNKNOWN,1,1,0.07393419046285743,brand_fallback
KIA,K 5,1,1,0.13177905251232663,brand_fallback
KIA,K 7,1,1,0.13177905251232663,brand_fallback
KIA,K8 SEDAN,1,1,0.13177905251232663,brand_fallback
KIA,KIA 1021,1,1,0.13177905251232663,brand_fallback
MERCEDES-BENZ,GLS400,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,R350,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,S500 L,1,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,S550,1,1,0.12597345420100622,brand_fallback
KIA,RAY,1,1,0.13177905251232663,brand_fallback
KIA,SEDONA VAN,1,1,0.13177905251232663,brand_fallback
KAIYI,X3 PRO (2WD),1,1,0.11730394642137507,brand_fallback
KIA,4000,1,1,0.13177905251232663,brand_fallback
KIA,B,1,1,0.13177905251232663,brand_fallback
KIA,GAC - EMZOOM 1.5TG GS,1,1,0.13177905251232663,brand_fallback
KIA,K 2700,1,1,0.13177905251232663,brand_fallback
KIA,K 4/SEDAN,1,1,0.13177905251232663,brand_fallback
JAC,JAC,1,1,0.0750754383262343,brand_fallback
JAC,SUNRAY MINI EURO5(BUS),1,1,0.0750754383262343,brand_fallback
JAC,VAN,1,1,0.0750754383262343,brand_fallback
JAECOO,J 8,1,1,0.14051885823628862,brand_fallback
JAECOO,J5,1,1,0.14051885823628862,brand_fallback
JAECOO,JAECOO,1,1,0.14051885823628862,brand_fallback
JAECOO,JAECOO J5 (2WD),1,1,0.14051885823628862,brand_fallback
JAECOO,JAECOO J7,1,1,0.14051885823628862,brand_fallback
JEEP,GS4,1,1,0.12447230998511988,brand_fallback
JETOUR,Dashing,1,1,0.07393419046285743,brand_fallback
JETOUR,JETOUR T2,1,1,0.07393419046285743,brand_fallback
JETOUR,JETOUR X50,1,1,0.07393419046285743,brand_fallback
JETOUR,JETOUR X70 PLUS,1,1,0.07393419046285743,brand_fallback
JETOUR,S06,1,1,0.07393419046285743,brand_fallback
JAC,J4,1,1,0.0750754383262343,brand_fallback
JAC,J7 LUXURY EURO5,1,1,0.0750754383262343,brand_fallback
MG,MG MG3,1,1,0.10393327629096116,brand_fallback
MG,MG RX 8,1,1,0.10393327629096116,brand_fallback
MG,NONE,1,1,0.10393327629096116,brand_fallback
MG,RX 5 PLUS,1,1,0.10393327629096116,brand_fallback
MG,SUV,1,1,0.10393327629096116,brand_fallback
JAGUAR,XGL,1,1,0.15187155405361596,brand_fallback
JAGUAR,XKR-S,1,1,0.15187155405361596,brand_fallback
JCB,JCB 3CX,1,1,0.11955800924981667,global_fallback
Jeep,Compass,1,1,0.12447230998511988,brand_fallback
KAIYI,KAIYI X3 PRO,1,1,0.11730394642137507,brand_fallback
KAIYI,KYD3000D1 (ELECTRIC BIKE),1,1,0.11730394642137507,brand_fallback
MG,550,1,1,0.10393327629096116,brand_fallback
MG,HS HYBRID+,1,1,0.10393327629096116,brand_fallback
MG,HS PHEV,1,1,0.10393327629096116,brand_fallback
MG,I5,1,1,0.10393327629096116,brand_fallback
MG,MG 350,1,1,0.10393327629096116,brand_fallback
ISUZU,FRR,1,1,0.06297576762044559,brand_fallback
ISUZU,FSR,1,1,0.06297576762044559,brand_fallback
ISUZU,KB,1,1,0.06297576762044559,brand_fallback
ISUZU,NPR LIGHT DUTY PICK UP,1,1,0.06297576762044559,brand_fallback
ISUZU,QKR,1,1,0.06297576762044559,brand_fallback
Infiniti,QX 70,1,1,0.1305647063818419,brand_fallback
Infiniti,QX55,1,1,0.1305647063818419,brand_fallback
JAC,2026,1,1,0.0750754383262343,brand_fallback
MITSUBISHI,1996,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,1998,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,1999,1,1,0.12390760216589707,brand_fallback
INFINITI,SPORTAGE,1,1,0.1305647063818419,brand_fallback
INFINITI,UNKNOWN,1,1,0.1305647063818419,brand_fallback
ISUZU,2019,1,1,0.06297576762044559,brand_fallback
ISUZU,225,1,1,0.06297576762044559,brand_fallback
ISUZU,DMAX,1,1,0.06297576762044559,brand_fallback
MINI,HARDTOP COOPER S,1,1,0.12110135307888101,brand_fallback
MINI,MINI COOPER,1,1,0.12110135307888101,brand_fallback
MINI,MINI COOPER S,1,1,0.12110135307888101,brand_fallback
MINI,MINI COUPE,1,1,0.12110135307888101,brand_fallback
MINI,MINI S COUNTRYMAN,1,1,0.12110135307888101,brand_fallback
MINI,SCION IQ,1,1,0.12110135307888101,brand_fallback
MITSUBISHI, CANTER,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,1993,1,1,0.12390760216589707,brand_fallback
JAECOO,TIGGO 7 PRO,1,1,0.14051885823628862,brand_fallback
JAGUAR,DIMALER,1,1,0.15187155405361596,brand_fallback
MHERO,1,1,1,0.11955800924981667,global_fallback
MINI,2003,1,1,0.12110135307888101,brand_fallback
MINI,2013,1,1,0.12110135307888101,brand_fallback
MINI,ACEMAN,1,1,0.12110135307888101,brand_fallback
MINI,COOPER ROADSTER,1,1,0.12110135307888101,brand_fallback
MINI,COOPER S ROADSTER,1,1,0.12110135307888101,brand_fallback
INEOS ,GRENADIER,1,1,0.16829947067241577,brand_fallback
INFINITI,2001,1,1,0.1305647063818419,brand_fallback
INFINITI,37M,1,1,0.1305647063818419,brand_fallback
INFINITI,80QX,1,1,0.1305647063818419,brand_fallback
INFINITI,COUPE,1,1,0.1305647063818419,brand_fallback
HYUNDAI,STARKS,1,1,0.12337004868650599,brand_fallback
HYUNDAI,UNKNOWN,1,1,0.12337004868650599,brand_fallback
HYUNDAI2120117999,ACCENT,1,1,0.11955800924981667,global_fallback
MITSUBISHI,L 200,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,L 300 ,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,L200 DCAB,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,L200 PICK UP,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,MITSUBISHI ATTRAGE,1,1,0.12390760216589707,brand_fallback
Honda,S2000,1,1,0.1231840170973961,brand_fallback
Hyundai,GRAND SANTA FE,1,1,0.12337004868650599,brand_fallback
Hyundai,i30,1,1,0.12337004868650599,brand_fallback
INFINITI,Q45,1,1,0.1305647063818419,brand_fallback
MITSUBISHI,CANTER PICKUP CRANE,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,CANTER VAN,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,FORTIS,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,FOZO,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,FUSO BA,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,G. V. W,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,GT 3000,1,1,0.12390760216589707,brand_fallback
JAC,HFC 1062,1,1,0.0750754383262343,brand_fallback
JAC,HFC1062,1,1,0.0750754383262343,brand_fallback
INFINITI,G 25 S/SEDAN,1,1,0.1305647063818419,brand_fallback
INFINITI,I 35,1,1,0.1305647063818419,brand_fallback
INFINITI,JX 35,1,1,0.1305647063818419,brand_fallback
INFINITI,M 56,1,1,0.1305647063818419,brand_fallback
INFINITI,Q 50,1,1,0.1305647063818419,brand_fallback
INFINITI,Q40,1,1,0.1305647063818419,brand_fallback
HYUNDAI,HD72,1,1,0.12337004868650599,brand_fallback
HYUNDAI,HYUNDAI,1,1,0.12337004868650599,brand_fallback
HYUNDAI,HYUNDAI ELANTRA,1,1,0.12337004868650599,brand_fallback
HYUNDAI,I 10,1,1,0.12337004868650599,brand_fallback
HYUNDAI,IX35,1,1,0.12337004868650599,brand_fallback
HYUNDAI,LF7153D,1,1,0.12337004868650599,brand_fallback
HYUNDAI,LIONIQ,1,1,0.12337004868650599,brand_fallback
HYUNDAI,MAXCRUZ,1,1,0.12337004868650599,brand_fallback
MITSUBISHI,SIERRA,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,بيك اب شحن,1,1,0.12390760216589707,brand_fallback
MORGAN,MIDSUMMER,1,1,0.11955800924981667,global_fallback
MORGAN,SUPERSPORT,1,1,0.11955800924981667,global_fallback
Maserati,QUATTROPORTE,1,1,0.14672776868334259,brand_fallback
HYUNDAI,HD 46 PICK UP CARGO,1,1,0.12337004868650599,brand_fallback
HYUNDAI,HD 66,1,1,0.12337004868650599,brand_fallback
HYUNDAI,HD 72,1,1,0.12337004868650599,brand_fallback
Honda,CR-V,1,1,0.1231840170973961,brand_fallback
Honda,Jazz,1,1,0.1231840170973961,brand_fallback
MITSUBISHI,MITSUBISHI MONTE,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,MODEL 1990,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,MONTERO,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,OUTLANDER PHEV,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,OUTLANDER SUV,1,1,0.12390760216589707,brand_fallback
MITSUBISHI,ROZA,1,1,0.12390760216589707,brand_fallback
Harley-Davidson,FLHTK,1,1,0.00025028169612117956,brand_fallback
Harley-Davidson,FLHXS,1,1,0.00025028169612117956,brand_fallback
Harley-Davidson,HARLEY DAVIDSON X,1,1,0.00025028169612117956,brand_fallback
Harley-Davidson,SPORTSTER CUSTOM XL 883,1,1,0.00025028169612117956,brand_fallback
Harley-Davidson,Street Bob,1,1,0.00025028169612117956,brand_fallback
Honda,125,1,1,0.1231840170973961,brand_fallback
Honda,CBF,1,1,0.1231840170973961,brand_fallback
Honda,CITY,1,1,0.1231840170973961,brand_fallback
HYUNDAI,HD 46,1,1,0.12337004868650599,brand_fallback
NISSAN,2010,1,1,0.1004303758044057,brand_fallback
NISSAN,2013,1,1,0.1004303758044057,brand_fallback
NISSAN,2014,1,1,0.1004303758044057,brand_fallback
NISSAN,2016,1,1,0.1004303758044057,brand_fallback
NISSAN,2400 PICK UP CARGO,1,1,0.1004303758044057,brand_fallback
NISSAN,ALTIMA SV,1,1,0.1004303758044057,brand_fallback
NISSAN,CEDRIC,1,1,0.1004303758044057,brand_fallback
NISSAN,2006,1,1,0.1004303758044057,brand_fallback
HYUNDAI,AVANTY,1,1,0.12337004868650599,brand_fallback
HYUNDAI,G80,1,1,0.12337004868650599,brand_fallback
HYUNDAI,GENESIS G70,1,1,0.12337004868650599,brand_fallback
HYUNDAI,GRAND YUOR / SEDAN,1,1,0.12337004868650599,brand_fallback
HYUNDAI,GRANDEUR SEDAN,1,1,0.12337004868650599,brand_fallback
HYUNDAI,Grand I10,1,1,0.12337004868650599,brand_fallback
HYUNDAI,H-65D,1,1,0.12337004868650599,brand_fallback
NIO,ET9,1,1,0.218559218559218,brand_fallback
NIO,NIO ET 5,1,1,0.218559218559218,brand_fallback
NISSAN,1200 GX,1,1,0.1004303758044057,brand_fallback
NISSAN,1200gx,1,1,0.1004303758044057,brand_fallback
NISSAN,1991,1,1,0.1004303758044057,brand_fallback
NISSAN,1993,1,1,0.1004303758044057,brand_fallback
NISSAN,1994,1,1,0.1004303758044057,brand_fallback
NISSAN,1996,1,1,0.1004303758044057,brand_fallback
HYUNDAI,SANTAFE,1,1,0.12337004868650599,brand_fallback
HYUNDAI,SANTEFY,1,1,0.12337004868650599,brand_fallback
HYUNDAI,STAREX VAN,1,1,0.12337004868650599,brand_fallback
Mazda,CX-60,1,1,0.11004936841493905,brand_fallback
Mazda,CX-90,1,1,0.11004936841493905,brand_fallback
Mini,CLUBMAN,1,1,0.12110135307888101,brand_fallback
Mitsubishi,L200,1,1,0.12390760216589707,brand_fallback
NIO,1,1,1,0.218559218559218,brand_fallback
HYUNDAI,2016,1,1,0.12337004868650599,brand_fallback
NISSAN,MAXIMA G 30,1,1,0.1004303758044057,brand_fallback
NISSAN,MAXSMA,1,1,0.1004303758044057,brand_fallback
NISSAN,MICRO,1,1,0.1004303758044057,brand_fallback
NISSAN,MITSUOKA,1,1,0.1004303758044057,brand_fallback
NISSAN,MORANOA,1,1,0.1004303758044057,brand_fallback
NISSAN,MT,1,1,0.1004303758044057,brand_fallback
NISSAN,NISMO,1,1,0.1004303758044057,brand_fallback
HONDA,دراجة توصيل طلبات,1,1,0.1231840170973961,brand_fallback
HONDA,يونيكورن 160,1,1,0.1231840170973961,brand_fallback
HONGQI,H 9,1,1,0.03275830076479474,brand_fallback
HONGQI,HONGQI H9,1,1,0.03275830076479474,brand_fallback
HUMMER,HUMMER H2,1,1,0.1953370305296245,brand_fallback
HYCAN,V09,1,1,0.11955800924981667,global_fallback
HYUNDAI,2008,1,1,0.12337004868650599,brand_fallback
HYUNDAI,2012,1,1,0.12337004868650599,brand_fallback
NISSAN,LKE 210,1,1,0.1004303758044057,brand_fallback
NISSAN,MAX 180,1,1,0.1004303758044057,brand_fallback
HONDA,UNICORN 160,1,1,0.1231840170973961,brand_fallback
HONDA,UNICORN 180,1,1,0.1231840170973961,brand_fallback
HONDA,UNKNOWN,1,1,0.1231840170973961,brand_fallback
HONDA,VESPA VXL,1,1,0.1231840170973961,brand_fallback
HONDA,VXL 150,1,1,0.1231840170973961,brand_fallback
HONDA,YULIKORN 160,1,1,0.1231840170973961,brand_fallback
NISSAN,CUBE,1,1,0.1004303758044057,brand_fallback
NISSAN,DIESEL UD,1,1,0.1004303758044057,brand_fallback
NISSAN,E25,1,1,0.1004303758044057,brand_fallback
NISSAN,ENCLAVE,1,1,0.1004303758044057,brand_fallback
NISSAN,G70,1,1,0.1004303758044057,brand_fallback
NISSAN,KICKS 20SVUPPER,1,1,0.1004303758044057,brand_fallback
NISSAN,L200,1,1,0.1004303758044057,brand_fallback
NISSAN,LIVINA,1,1,0.1004303758044057,brand_fallback
HONDA,HONDA TRANSIT,1,1,0.1231840170973961,brand_fallback
HONDA,HR (4WD),1,1,0.1231840170973961,brand_fallback
HONDA,HR V,1,1,0.1231840170973961,brand_fallback
HONDA,MSX125,1,1,0.1231840170973961,brand_fallback
HONDA,PCX 150,1,1,0.1231840170973961,brand_fallback
HONDA,SEDAN,1,1,0.1231840170973961,brand_fallback
HONDA,STREAM,1,1,0.1231840170973961,brand_fallback
HONDA,UNCORN,1,1,0.1231840170973961,brand_fallback
HONDA,GL1800,1,1,0.1231840170973961,brand_fallback
HONDA,GOLDEN 1,1,1,0.1231840170973961,brand_fallback
HONDA,Gold Wing GL1800,1,1,0.1231840170973961,brand_fallback
HONDA,HATCHBACK,1,1,0.1231840170973961,brand_fallback
HONDA,HONDA,1,1,0.1231840170973961,brand_fallback
HONDA,HONDA ACCORD COUPE,1,1,0.1231840170973961,brand_fallback
HONDA,HONDA INSIGHT,1,1,0.1231840170973961,brand_fallback
HONDA,HONDA ODYSSEY,1,1,0.1231840170973961,brand_fallback
NISSAN,NISSAN SUNNY,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN SUNNY 1.3,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN TITAN,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN Z,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN Z 370,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSEN DIESEL UD,1,1,0.1004303758044057,brand_fallback
NISSAN,NV3500,1,1,0.1004303758044057,brand_fallback
HONDA,GL 1800,1,1,0.1231840170973961,brand_fallback
NISSAN,NISSAN / CEDRICK,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN 2000,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN 2400,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN ARMADA,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN JUKE STATION,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN MAGNITE,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN PATROL SUPER SAFARI,1,1,0.1004303758044057,brand_fallback
NISSAN,NISSAN SENTRA,1,1,0.1004303758044057,brand_fallback
HONDA,0.06 G,1,1,0.1231840170973961,brand_fallback
HONDA,0.60 G,1,1,0.1231840170973961,brand_fallback
HONDA,ACURA,1,1,0.1231840170973961,brand_fallback
HONDA,ALTIMA,1,1,0.1231840170973961,brand_fallback
HONDA,Acura,1,1,0.1231840170973961,brand_fallback
HONDA,CB UNICORN,1,1,0.1231840170973961,brand_fallback
HONDA,CBF 125,1,1,0.1231840170973961,brand_fallback
HONDA,CMX 500,1,1,0.1231840170973961,brand_fallback
HINO,300 PICK UP CARGO,1,1,0.20495657853096447,brand_fallback
HINO,300 SERIES 917 XLWB EURO 5,1,1,0.20495657853096447,brand_fallback
HINO,711,1,1,0.20495657853096447,brand_fallback
HINO,DUTRO,1,1,0.20495657853096447,brand_fallback
HINO ,300,1,1,0.20495657853096447,brand_fallback
HIPHI,HIPHI X,1,1,0.11955800924981667,global_fallback
HIPHI,HIPHIX,1,1,0.11955800924981667,global_fallback
HIPHI,Z,1,1,0.11955800924981667,global_fallback
NISSAN,PK 210,1,1,0.1004303758044057,brand_fallback
NISSAN,PREFACE,1,1,0.1004303758044057,brand_fallback
NISSAN,RANGE ROVER VELAR,1,1,0.1004303758044057,brand_fallback
NISSAN,RICH,1,1,0.1004303758044057,brand_fallback
