make,model,annual_dep_rate
DAIHATSU,TERIOS,0.0902159923444259
DAIHATSU,YRV,0.1019852836626674
DATSUN,ZX 280/COUPE,0.02
DEEPAL,G318,0.1233394013815023
DEEPAL,S05,0.153134537131233
DEEPAL,S07,0.2639288710061245
DEEPAL,S09,0.1659355527250905
DFSK,FENGON 500,0.2386108048511583
DFSK,FENGON 580,0.1791237095901659
DFSK,FENGON 600,0.1791237095901659
DFSK,FENGON C31,0.1791237095901659
DFSK,FENGON C32,0.0998075825755093
DFSK,FENGON GLORY 580,0.1791237095901659
DFSK,FENGON GLORY 600,0.1791237095901659
DFSK,FENGON GLORY IX7,0.1791237095901659
DFSK,FENGON IX5,0.1791237095901659
DFSK,V21,0.1791237095901659
DODGE,1500,0.1523329377469475
DODGE,AVENGER,0.1528730176232035
DODGE,CALIBER,0.1542752062797525
DODGE,CARAVAN,0.1523329377469475
DODGE,CHALLENGER,0.1688063933534491
DODGE,CHARGER,0.1641638823884936
DODGE,DAKOTA,0.0971195485525654
DODGE,DART,0.0727880455460523
DODGE,DODGE DURANGO,0.1523329377469475
DODGE,DURANGO,0.1556590732105739
DODGE,GRAND CARAVAN,0.1210372207375907
DODGE,HORNET GT,0.1523329377469475
DODGE,JOURNEY,0.1482805053649915
DODGE,MAGNUM,0.1523329377469475
DODGE,NEON,0.1523329377469475
DODGE,NITRO,0.1312535370366385
DODGE,RAM,0.1039467777533659
DODGE,RAM 1500,0.1523329377469475
DODGE,VIPER,0.0753175812933885
DONGFENG,007,-0.1175898931000967
DONGFENG,2025,-0.0465998245988294
DONGFENG,7,-0.0465998245988294
DONGFENG,817,-0.0465998245988294
DONGFENG,A X 7,-0.0465998245988294
DONGFENG,DONGFENG HERO,-0.0465998245988294
DONGFENG,FORTHING T5,0.0243902439024378
DONGFENG,H30 CROSS,-0.0465998245988294
DONGFENG,LIGHT PICKUP,-0.0465998245988294
DONGFENG,M HERO,-0.0465998245988294
DONGFENG,MAGE,-0.0465998245988294
DONGFENG,P16,-0.0465998245988294
DONGFENG,P16-111,-0.0465998245988294
DONGFENG,PICK UP,-0.0465998245988294
DONGFENG,PICKUP,-0.0465998245988294
DONGFENG,RICH 7,-0.0465998245988294
DONGFENG,SHINE,-0.0465998245988294
DONGFENG,SHINE MAX,-0.0465998245988294
DONGFENG,TRANSPORTER T5,-0.0465998245988294
DONGFENG,U-TOUR,-0.0465998245988294
DONGFENG,Z9,-0.0465998245988294
DONGFENG,Z9 PICK UP,-0.0465998245988294
DONGFENG,ZN1032UCM5A,-0.0465998245988294
DONGFENG EΠ,007,0.1195580092498166
DONGFENG EΠ,MAGE,0.1195580092498166
DONGFENG-AEOLUS,AX7,0.0671582288250178
DONGFENG-AEOLUS,MAGE,0.1286036024793569
DONGFENG-AEOLUS,SHINE,0.1724931550895991
DONGFENG-AEOLUS,SHINE MAX,0.1286036024793569
DONGFENG-XIAOKA,C35,0.1195580092498166
DORCEN,DOMY X7,0.1195580092498166
DUCATI,DUCATI PANIGALE 959,0.1195580092498166
EXEED,ET,0.0572440101572081
EXEED,EXEED LX,0.0572440101572081
EXEED,EXEED RX,0.0572440101572081
EXEED,LX,0.0536312608277235
EXEED,MY26RX T41 PHEV,0.0572440101572081
EXEED,ROCKY,0.072
EXEED,RX,0.0004811290129953
EXEED,RX 2.0 T,0.0572440101572081
EXEED,RX PHEV,0.0572440101572081
EXEED,TXL,0.0476382198220979
EXEED,VX,0.1211701849433198
EXEED,ex,0.0572440101572081
FAW,BESTURN B50,0.1195580092498166
FAW,BESTURN X40,0.1195580092498166
FERRARI,12CILINDRI,0.0986698867417129
FERRARI,296,0.0336915962443764
FERRARI,360 MODENA,0.1223673814703733
FERRARI,458 ITALIA,0.1290915580298492
FERRARI,458 SPECIALE,0.0986698867417129
FERRARI,488 GTB,-0.0116988953644741
FERRARI,488 PISTA,0.1473916014883447
FERRARI,488 SPIDER,0.0412383164911818
FERRARI,612,0.1091763664122885
FERRARI,812,0.2220404567991853
FERRARI,812 GTS,0.0986698867417129
FERRARI,CALIFORNIA,0.0856600891411805
FERRARI,DAYTONA S,0.0986698867417129
FERRARI,DAYTONA SP3,0.0986698867417129
FERRARI,F12,0.0636006389229754
FERRARI,F430,0.1548266640608063
FERRARI,F575M,0.0986698867417129
FERRARI,F599,0.0971419149344878
FERRARI,F8 TRIBUTO,0.0903096530538326
FERRARI,F8_TRIBUTO,0.0986698867417129
FERRARI,FERRARI SUPERFAST,0.0986698867417129
FERRARI,FF,0.1473117473577974
FERRARI,GTB 599,0.0986698867417129
FERRARI,GTC4,0.1179685442010151
FERRARI,LAFERRARI,-0.0202614518475841
FERRARI,PORTOFINO,-0.0363914958820146
FERRARI,PORTOFINO M,0.089829866235252
FERRARI,PORUSANGUE,0.0809732551839651
FERRARI,PUROSANGUE,0.0867107541258056
FERRARI,ROMA,0.0565793529280027
FERRARI,SF90,0.0834469531402719
FIAT,124 SPIDER,0.099038791035983
FIAT,500,0.0882582213557479
FIAT,500L,0.3809523809523804
FIAT,500X,0.0911744620082654
FIAT,ABARTH 695,0.099038791035983
FIAT,DOBLO,0.099038791035983
FIAT,DUCATO,0.1482904104097403
FIAT,FIAT 500,0.099038791035983
FIAT,FIAT SPIDER 661,0.099038791035983
FIAT,FIORINO,0.1084966173567473
FIAT,LOUNGE,0.099038791035983
FORCE,TRAVELLER,0.1195580092498166
FORCE,URBANIA,0.1195580092498166
FORD,500,0.1437659706771926
FORD,BRONCO,0.0726427078753848
FORD,BRONCO 2-DOOR,0.0726427078753848
FORD,BRONCO RAPTOR,0.0726427078753848
FORD,BRONCO SPORT,0.1259759219605755
FORD,COBRA,-0.02
FORD,COUPE,0.1437659706771926
FORD,CROWN VICTORIA,0.1312354273185844
FORD,E 350,0.3837126806583686
FORD,E 450,0.1437659706771926
FORD,E-350,0.0020830485904249
FORD,E-450,0.1286541162928919
FORD,E450 SUPER DUTY (MOTORHOME),0.1437659706771926
FORD,ECONOLINE,0.1437659706771926
FORD,ECOSPORT,0.1409307746819251
FORD,EDGE,0.1577740698309401
FORD,ESCAPE,0.1384766610033431
FORD,ESCORT,0.1437659706771926
FORD,EVEREST,0.1655914725425927
FORD,EXPEDITION,0.1658302997820863
FORD,EXPEDITION EL,0.1437659706771926
FORD,EXPLORER,0.1643601108020362
FORD,EXPLORER SPORT TRAC,0.0472143369705763
FORD,F 150,0.1437659706771926
FORD,F 150 RAPTOR SHELBY,0.1437659706771926
FORD,F 250 (PICK UP),0.1437659706771926
FORD,F 350 XL,0.1437659706771926
FORD,F-150,0.1308702787838537
FORD,F-150 RAPTOR,0.1308702787838537
FORD,F-250 PICKUP,0.1437659706771926
FORD,F-350,0.1072595775470046
FORD,F-450,0.1437659706771926
FORD,F-550,0.1105464275373511
FORD,F600,0.1437659706771926
FORD,F600 ENTEGRA ESTEEM XL 33F (MOTORHOME),0.1437659706771926
FORD,FIESTA,0.0967597694463219
FORD,FIGO,0.1584334690291446
FORD,FIVE HUNDRED,0.1437659706771926
FORD,FLEX,0.1832855858145247
FORD,FOCUS,0.1490911771231946
FORD,FOCUS ST,0.1490911771231946
FORD,FREESTAR,0.2222222222222182
FORD,FUSION,0.1532262622364757
FORD,GT,0.1995787908820666
FORD,MONDEO,0.1665437954248299
FORD,MUSTANG,0.1446382560709127
FORD,MUSTANG CONVERTIBLE,0.1446382560709127
FORD,MUSTANG MACH E,0.1437659706771926
FORD,MUSTANG MACH-1,0.1446382560709127
FORD,MUSTANG MACH-E,0.0797139212687535
FORD,RANGER,0.1722783480632861
FORD,RANGER RAPTOR,0.1722783480632861
FORD,SIXTIES,0.1437659706771926
FORD,TAURUS,0.1359247941285015
FORD,TERRITORY,0.1287088057476628
FORD,THUNDERBIRD,0.6434008423657748
FORD,TOURNEO CUSTOM,0.1315325387844803
FORD,TRANSIT,0.1315325387844803
FORD,TRANSIT CUSTOM,0.1315325387844803
FORD,TRAVELLER,0.1437659706771926
FORD,UNKNOWN,0.1437659706771926
FORD,WINNEBAGO MOTOR HOME,0.1437659706771926
FORD2140777009,MUSTANG,0.1195580092498166
FORTHING,S7,0.3111458208178153
FORTHING,T5 EVO,0.0818035139613855
FORTHING,T5 HEV,0.149113544156062
FORTHING,U-TOUR,0.046511627906978
FORTHING,V9,0.1082072426655293
FOTON,AUMARK CHASSIS,0.0436349304049924
FOTON,BJ41896 AUMAN GTL E,0.158302317878261
FOTON,BJ6549 C5,0.158302317878261
FOTON,BJ65496 VIEW CS2 HR,0.158302317878261
FOTON,TOANO,0.158302317878261
FOTON,TUNLAND,0.1764836012950587
FOTON,TUNLAND G7,0.158302317878261
FOTON,VIEW C2,0.2192131918660589
FOTON,VIEW CS2,0.1590736242900664
GAC,AION,0.1279597189736493
GAC,AION Y,0.1279597189736493
GAC,EMKOO,0.1034403290468014
GAC,EMKOO HYBRID,0.1659600997506242
GAC,EMPOW,0.1906054265103036
GAC,GA3,0.1840586601668143
GAC,GA4,0.0411892268353497
GAC,GA6,0.0130793526735605
GAC,GA8,0.2617767559049736
GAC,GN6,0.1519043073749765
GAC,GN8,0.0465778580188414
GAC,GS3,0.146698381685675
GAC,GS3 EMZOOM,-0.1140321695246506
GAC,GS3 EMZOOM 1.5TG GB,0.1279597189736493
GAC,GS4,0.156049641248979
GAC,GS5,0.1529635918635292
GAC,GS7,0.1279597189736493
GAC,GS8,0.1396559620078585
GAC,HACROB3151075855,0.1279597189736493
GAC,HYPTEC HT,0.1279597189736493
GAC,M8,0.2613708396434817
GAC,TRIUMPCHI GA3S,0.1279597189736493
GAC,TRUMPCHI GS3,0.2071195853034457
GAC,TRUMPCHI GS5,0.1526872293552341
GAC,XIANGHUA XING,0.1279597189736493
GEELY,2025,0.1251658643900071
GEELY,2GX,0.1251658643900071
GEELY,7,0.1251658643900071
GEELY,AZKARRA,0.2652129817444231
GEELY,CITYRAY,0.283296071542636
GEELY,COOLRAY,0.1003733329953031
GEELY,COOLRAY 1.5 GL,0.1251658643900071
GEELY,CRUZE,0.1251658643900071
GEELY,EC 7,0.1251658643900071
GEELY,EC7,0.1251658643900071
GEELY,EM GRAND,0.1251658643900071
GEELY,EMGRAND,0.095024911996889
GEELY,EMGRAND 7,0.1449693634579409
GEELY,EMGRAND 7RV,0.1251658643900071
GEELY,EMGRAND EC7,0.0933818389245323
GEELY,EMGRAND EC8,0.1917319800061906
GEELY,EMGRAND EX7,2.220446049250313e-16
GEELY,EMGRAND GC6,0.0779220779220727
GEELY,EMGRAND GC7,0.1251658643900071
GEELY,EMGRAND GS,0.1161148328433576
GEELY,EMGRAND GT,0.3839766604781782
GEELY,EMGRAND X7 SPORT,0.1211759789215682
GEELY,EX5,0.1251658643900071
GEELY,GC2,0.1251658643900071
GEELY,GC6,0.1251658643900071
GEELY,GEOMETRY C,0.1251658643900071
GEELY,GX3 PRO,0.1651969429747217
GEELY,MONJARO,0.1211773150788058
GEELY,OKAVANGO,0.1413882818744356
GEELY,PREFACE,0.1063636077228262
GEELY,STARRAY,0.0569468203070947
GEELY,TUGELLA,0.208289672837349
GEELY,ني ام جراند,0.1251658643900071
GENESIS,EQ900,0.1044793564747045
GENESIS,G70,0.1096934119086722
GENESIS,G80,0.1522332903518563
GENESIS,G90,0.1487732942859517
GENESIS,GV60,0.1044793564747045
GENESIS,GV70,0.0310790714998185
GENESIS,GV80,0.0605280296905081
GMC,400,0.1332473693333866
GMC,ACADIA,0.1324243663221787
GMC,ACADIA DENALI,0.1332473693333866
GMC,CANYON,0.722091218802908
GMC,ENVOY,0.0915858282420498
GMC,GMC,0.1332473693333866
GMC,GMC 01,0.1332473693333866
GMC,HUMMER EV,0.072474171392026
GMC,HUMMER EV PICKUP,0.072474171392026
GMC,HUMMER EV SUV,0.072474171392026
GMC,SAVANA,0.1126644274837495
GMC,SAVANA(VAN),0.1332473693333866
GMC,SEIARA,0.1258721377481605
GMC,SEIRRA,0.1258721377481605
GMC,SIERRA,0.1258721377481605
GMC,SIERRA 1500,0.1258721377481605
GMC,SUBURBAN,0.3212657902213037
GMC,SUPERBAN,-0.1926083169286649
GMC,TERRAIN,0.1219666900544518
GMC,YUKON,0.154418203387204
GMC,YUKON XL,0.1343367926544015
GPX,DEMON 200CC,0.1195580092498166
GREAT WALL,2014,0.0839527830225681
GREAT WALL,D150,0.0839527830225681
GREAT WALL,DEER,0.0724150773483017
GREAT WALL,FLORID,0.0839527830225681
GREAT WALL,GREATWALL TANK,0.0839527830225681
GREAT WALL,HILUX,0.0839527830225681
GREAT WALL,KINGKONG,0.0839527830225681
GREAT WALL,PICK UP DOUBLE CABIN,0.0839527830225681
GREAT WALL,POER,0.0664593631890856
GREAT WALL,POER KINGKONG,0.0839527830225681
GREAT WALL,TALK 300-8,0.0839527830225681
GREAT WALL,TANK 3,0.0839527830225681
GREAT WALL,TANK 300,0.0894220246816054
GREAT WALL,TANK 500,0.2294868421052629
GREAT WALL,TANK500,0.0839527830225681
GREAT WALL,WINGLE,0.0052534125793548
GREAT WALL,WINGLE 3,0.1178888720196672
GREAT WALL,WINGLE 5,0.1066716268642032
GREAT WALL,WINGLE 6,0.0957679805472713
GREAT WALL,WINGLE 7,0.0323640761742869
GWM - WEY,GAOSHAN,0.1195580092498166
HARLEY-DAVIDSON,FLHTK,0.0002502816961211
HARLEY-DAVIDSON,FLHXS,0.0002502816961211
HARLEY-DAVIDSON,Fat Boy,0.0002502816961211
HARLEY-DAVIDSON,HARLEY DAVIDSON X,0.0002502816961211
HARLEY-DAVIDSON,SPORTSTER CUSTOM XL 883,0.0002502816961211
HARLEY-DAVIDSON,Street Bob,0.0002502816961211
HAVAL,6H,0.119934797084116
HAVAL,DARGO,0.0566919960703955
HAVAL,H2,0.1037464899239497
HAVAL,H6,0.1173193867891106
HAVAL,H6 SPORT,0.119934797084116
HAVAL,H7,0.3756087288425601
HAVAL,H9,0.1159435091808667
HAVAL,HAVAL,0.119934797084116
HAVAL,HAVAL H,0.119934797084116
HAVAL,JOLION,0.0714142294105002
HAVAL,JOLION PRO,0.2830808080808086
HAVAL,RAPTOR,0.119934797084116
HAVAL,V7,0.119934797084116
HIG,KLQ6600,0.1195580092498166
HINO,300,0.1985877284859827
HINO,300 PICK UP CARGO,0.2049565785309644
HINO,300 SERIES 917 XLWB EURO 5,0.2049565785309644
HINO,711,0.2049565785309644
HINO,DUTRO,0.2049565785309644
HINO,HINO 300,0.2092024785609523
HIPHI,HIPHI X,0.1195580092498166
HIPHI,HIPHIX,0.1195580092498166
HIPHI,Z,0.1195580092498166
HONDA,0.06 G,0.1231840170973961
HONDA,0.60 G,0.1231840170973961
HONDA,125,0.1231840170973961
HONDA,1800,0.1231840170973961
HONDA,ACCORD,0.1389692057757588
HONDA,ACCORD COUPE,0.1050953667588663
HONDA,ACCORD CROSSTOUR,0.1637314166126043
HONDA,ACURA,0.1231840170973961
HONDA,ALTIMA,0.1231840170973961
HONDA,CB UNICORN,0.1231840170973961
HONDA,CBF,0.1231840170973961
HONDA,CBF 125,0.1231840170973961
HONDA,CITY,0.1242579094966752
HONDA,CIVIC,0.1176830660678065
HONDA,CIVIC HATCHBACK,0.1176830660678065
HONDA,CIVIC TYPE R,0.1176830660678065
HONDA,CMX 500,0.1231840170973961
HONDA,CR-V,0.1288692036274724
HONDA,CRV,0.0034114626253461
HONDA,CRX,0.1231840170973961
HONDA,E NS1,0.1231840170973961
HONDA,E-NP1,0.1231840170973961
HONDA,E-NS1,-0.0308267433501068
HONDA,ELEMENT,0.1231840170973961
HONDA,ENS 1,0.1231840170973961
HONDA,ENS1,0.1231840170973961
HONDA,FIT,-0.001332020418439
HONDA,GL,0.1472186861500748
HONDA,GL 1800,0.1231840170973961
HONDA,GL1800,0.1231840170973961
HONDA,GOLD WING,-0.1395950563820882
HONDA,GOLDEN 1,0.1231840170973961
HONDA,Gold Wing GL1800,0.1231840170973961
HONDA,HATCHBACK,0.1231840170973961
HONDA,HONDA,0.1231840170973961
HONDA,HONDA ACCORD COUPE,0.1231840170973961
HONDA,HONDA INSIGHT,0.1231840170973961
HONDA,HONDA ODYSSEY,0.1231840170973961
HONDA,HONDA TRANSIT,0.1231840170973961
HONDA,HR (4WD),0.1231840170973961
HONDA,HR V,0.1231840170973961
HONDA,HR-V,0.7805555555555567
HONDA,HRV,0.1109228099107468
HONDA,INSIGHT,0.1549956994210394
HONDA,INTEGRA,0.1231840170973961
HONDA,JAZZ,0.1555745149275107
HONDA,LEGEND,0.1596389906822412
HONDA,MRV,0.142612979689132
HONDA,MSX125,0.1231840170973961
HONDA,ODYSSEY,0.1371078537155864
HONDA,ODYSSEY J,0.1192659117813634
HONDA,PASSPORT,-0.3834414804133634
HONDA,PCX 150,0.1231840170973961
HONDA,PILOT,0.1252800157555019
HONDA,ROCKY,0.072
HONDA,S2000,0.0799418740178111
HONDA,SEDAN,0.1231840170973961
HONDA,STREAM,0.1231840170973961
HONDA,UNCORN,0.1231840170973961
HONDA,UNICORN 160,0.1231840170973961
HONDA,UNICORN 180,0.1231840170973961
HONDA,UNKNOWN,0.1231840170973961
HONDA,VESPA VXL,0.1231840170973961
HONDA,VESPA VXL 150,0.1231840170973961
HONDA,VXL 150,0.1231840170973961
HONDA,YULIKORN 160,0.1231840170973961
HONDA,ZR V,0.0707335044076828
HONDA,ZR-V,0.1380695353019634
HONDA,دراجة توصيل طلبات,0.1231840170973961
HONDA,يونيكورن 160,0.1231840170973961
HONGQI,E HS9,-0.3196537682708502
HONGQI,E-QM5,0.0632579738327429
HONGQI,EHS9,0.0896949722446023
HONGQI,H 9,0.0327583007647947
HONGQI,H5,0.1287816658836375
HONGQI,H7,0.0327583007647947
HONGQI,H9,0.0247855164103514
HONGQI,HONGQI H9,0.0327583007647947
HONGQI,HS3,-0.1782474226804156
HONGQI,HS5,0.0446530964944347
HONGQI,HS7,0.1858103906796488
HONGQI,OUSADO,-0.0295378787878763
HUMMER,H2,0.17692782193026
HUMMER,H3,0.234456598803274
HUMMER,HUMMER H2,0.1953370305296245
HYCAN,V09,0.1195580092498166
HYUNDAI,2008,0.1233700486865059
HYUNDAI,2012,0.1233700486865059
HYUNDAI,2016,0.1233700486865059
HYUNDAI,ACCENT,0.112249250790513
HYUNDAI,ATOS,0.8801763291477451
HYUNDAI,ATOS PRIME,0.4729537233052701
HYUNDAI,AVANTE,0.1239659232927428
HYUNDAI,AVANTY,0.1233700486865059
HYUNDAI,AZERA,0.1430259692242134
HYUNDAI,CENTENNIAL,0.1762615231705643
HYUNDAI,COUNTY,-0.2407076673058061
HYUNDAI,COUPE,0.1904988338800732
HYUNDAI,CRETA,0.1106822366343874
HYUNDAI,ELANTRA,0.1225706971612763
HYUNDAI,EQUUS,0.1415407712984184
HYUNDAI,G80,0.1233700486865059
HYUNDAI,GALLOPER,0.0138348107166029
HYUNDAI,GENESIS,0.1163002972701912
HYUNDAI,GENESIS COUPE,0.1052357356331942
HYUNDAI,GENESIS G70,0.1233700486865059
HYUNDAI,GENESIS G80,-0.1863063071830328
HYUNDAI,GENESIS GV70,-0.1105345592687214
HYUNDAI,GETZ,0.1579195645554922
HYUNDAI,GRAND CRETA,0.0846915947587095
HYUNDAI,GRAND I10,0.1386160946822939
HYUNDAI,GRAND SANTA FE,0.0758469543502836
HYUNDAI,GRAND STAREX,0.1029404419212872
HYUNDAI,GRAND YUOR,0.1233700486865059
HYUNDAI,GRAND YUOR / SEDAN,0.1233700486865059
HYUNDAI,GRANDEUR,0.1404991433829688
HYUNDAI,GRANDEUR SEDAN,0.1233700486865059
HYUNDAI,GRANDYUOR,0.4413463577795453
HYUNDAI,H-65D,0.1233700486865059
HYUNDAI,H1,0.1205851336730173
HYUNDAI,H100,0.097703109608458
HYUNDAI,HD 46,0.1233700486865059
HYUNDAI,HD 46 PICK UP CARGO,0.1233700486865059
HYUNDAI,HD 65,-0.181295977962149
HYUNDAI,HD 66,0.1233700486865059
HYUNDAI,HD 72,0.1233700486865059
HYUNDAI,HD65,0.1335967050205069
HYUNDAI,HD72,0.1233700486865059
HYUNDAI,HYUNDAI,0.1233700486865059
HYUNDAI,HYUNDAI ELANTRA,0.1233700486865059
HYUNDAI,I 10,0.1233700486865059
HYUNDAI,I10,0.1406151527068191
HYUNDAI,I20,0.0538654372618646
HYUNDAI,I30,0.1069941257897212
HYUNDAI,I40,0.1408129200404012
HYUNDAI,IONIQ,-0.0574941945232485
HYUNDAI,IONIQ 5,-0.0204554085353136
HYUNDAI,IONIQ 6,0.1292753623188428
HYUNDAI,IX35,0.1233700486865059
HYUNDAI,KONA,0.1154274674086053
HYUNDAI,LF7153D,0.1233700486865059
HYUNDAI,LIONIQ,0.1233700486865059
HYUNDAI,MATRIX,0.1583294717483853
HYUNDAI,MAXCRUZ,0.1233700486865059
HYUNDAI,PALISADE,0.130648925277147
HYUNDAI,PORTER,0.1293322356228784
HYUNDAI,SANTA CRUZ,0.0866860371033362
HYUNDAI,SANTA FE,0.1344370974116624
HYUNDAI,SANTAFE,0.1233700486865059
HYUNDAI,SANTEFY,0.1233700486865059
HYUNDAI,SANTEVY,-0.1692360711139937
HYUNDAI,SONATA,0.1282456279059424
HYUNDAI,STAREX,0.0061972032073972
HYUNDAI,STAREX VAN,0.1233700486865059
HYUNDAI,STARGAZER,0.1233700486865059
HYUNDAI,STARIA,0.0748097217920784
HYUNDAI,STARKS,0.1233700486865059
HYUNDAI,TERRACAN,-0.071770334928229
HYUNDAI,TRAJET,0.1655463357459767
HYUNDAI,TUCSON,0.1272019187790353
HYUNDAI,UNKNOWN,0.1233700486865059
HYUNDAI,VELOSTER,0.1663810284595538
HYUNDAI,VENUE,0.1169186524195419
HYUNDAI,VERACRUZ,0.1312737391519275
HYUNDAI2120117999,ACCENT,0.1195580092498166
INEOS,GRENADIER,0.1682994706724158
INFINITI,2001,0.1305647063818419
INFINITI,37 G,-0.4855711034112615
INFINITI,37G,-0.900757424785914
INFINITI,37M,0.1305647063818419
INFINITI,56M,0.1305647063818419
INFINITI,80QX,0.1305647063818419
INFINITI,COUPE,0.1305647063818419
INFINITI,EX35,0.1244333568354684
INFINITI,EX37,0.1305647063818419
INFINITI,FX35,0.2119050248654531
INFINITI,FX37,0.1305647063818419
INFINITI,FX45,0.0818188989340157
INFINITI,FX50,0.0524652358886309
INFINITI,G 25 S/SEDAN,0.1305647063818419
INFINITI,G25,-0.0338466895707867
INFINITI,G35,0.1492647997865595
INFINITI,G37,0.1307857793934754
INFINITI,I 35,0.1305647063818419
INFINITI,I35,0.5464912280701756
INFINITI,JX 35,0.1305647063818419
INFINITI,JX35,0.1305647063818419
INFINITI,M 56,0.1305647063818419
INFINITI,M35,0.3321140464443025
INFINITI,M37,0.047483257618712
INFINITI,M45,0.4088308458164176
INFINITI,M56,-0.124165554072098
INFINITI,Q 50,0.1305647063818419
INFINITI,Q30,0.1392319688912929
INFINITI,Q40,0.1305647063818419
INFINITI,Q45,0.1305647063818419
INFINITI,Q50,0.122992559667437
INFINITI,Q60,0.1217988624487972
INFINITI,Q60 COUPE,0.1217988624487972
INFINITI,Q70,0.0830474276100718
INFINITI,QX 50,0.1772370273516051
INFINITI,QX 56,0.1305647063818419
INFINITI,QX 60,-0.1164462809917363
INFINITI,QX 70,0.1305647063818419
INFINITI,QX 80,0.0795172015771488
INFINITI,QX30,0.2958076608737576
INFINITI,QX4,0.0597697533444478
INFINITI,QX50,0.1672324904673519
INFINITI,QX55,0.1241564357749365
INFINITI,QX56,0.200408203971606
INFINITI,QX60,0.15959954697875
INFINITI,QX70,0.0821946778489743
INFINITI,QX70S,0.1983853428695541
INFINITI,QX80,0.158052420853868
INFINITI,SPORTAGE,0.1305647063818419
INFINITI,UNKNOWN,0.1305647063818419
ISUZU,2019,0.0629757676204455
ISUZU,225,0.0629757676204455
ISUZU,D-MAX,0.1114579856700896
ISUZU,DMAX,0.0629757676204455
ISUZU,FRR,0.0629757676204455
ISUZU,FSR,0.0629757676204455
ISUZU,ISUZU,0.0727975475514415
ISUZU,KB,0.0629757676204455
ISUZU,L200,0.0629757676204455
ISUZU,MU-X,0.1070968345817668
ISUZU,NKR,0.0365206654823825
ISUZU,NMR,0.1112571171990713
ISUZU,NPR,0.0832174370965218
ISUZU,NPR LIGHT DUTY PICK UP,0.0629757676204455
ISUZU,NQR,0.0916298815329006
ISUZU,QKR,0.0629757676204455
ISUZU,TROOPER,-2.209006351464508
IVECO,DAILY,-0.6861514088471097
JAC,2026,0.0750754383262343
JAC,E30X,-0.7290861159929727
JAC,HFC 1062,0.0750754383262343
JAC,HFC1062,0.0750754383262343
JAC,J4,0.0750754383262343
JAC,J5,0.11185975012486
JAC,J6,0.1510386969256806
JAC,J7,0.1220511456654863
JAC,J7 LUXURY EURO5,0.0750754383262343
JAC,JAC,0.0750754383262343
JAC,JS3,-0.1548045949067023
JAC,JS4,0.1074548751160707
JAC,JS6,-0.0004687961852944
JAC,M1,0.0750754383262343
JAC,M4,0.1717811856556
JAC,N65,0.0750754383262343
JAC,S3,0.1465770080192571
JAC,S3 PLUS,0.1981324549186391
JAC,S7,0.1757270856563496
JAC,SUNRAY,0.1127672935986581
JAC,SUNRAY MINI EURO5(BUS),0.0750754383262343
JAC,T8,0.0651162241595595
JAC,VAN,0.0750754383262343
JAECOO,J 8,0.1405188582362886
JAECOO,J5,0.1405188582362886
JAECOO,J7,0.1405188582362886
JAECOO,J8,0.1405188582362886
JAECOO,JAECOO,0.1405188582362886
JAECOO,JAECOO J5 (2WD),0.1405188582362886
JAECOO,JAECOO J7,0.1405188582362886
JAECOO,TIGGO 7 PRO,0.1405188582362886
JAGUAR,DIMALER,0.1518715540536159
JAGUAR,E-PACE,0.1089045109116463
JAGUAR,F-PACE,0.1633630728232665
JAGUAR,F-TYPE,0.1354193189508594
JAGUAR,F-TYPE COUPE,0.1354193189508594
JAGUAR,I-PACE,0.2230483271375488
JAGUAR,S TYPE,0.1623549340313408
JAGUAR,X TYPE,0.1253895167334098
JAGUAR,XE,0.1958196289454028
JAGUAR,XF,0.1742659693531281
JAGUAR,XGL,0.1518715540536159
JAGUAR,XJ,0.1401285251480997
JAGUAR,XJS,0.04
JAGUAR,XK,0.1123545985383748
JAGUAR,XK8,0.0737835733389163
JAGUAR,XKR,0.1300735020619335
JAGUAR,XKR-S,0.1518715540536159
JCB,JCB 3CX,0.1195580092498166
JEEP,CHEROKEE,0.1204763366790822
JEEP,COMMANDER,0.0591233072986192
JEEP,COMPASS,0.1296125816562787
JEEP,GLADIATOR,0.090813833120275
JEEP,GRAND CHEROKEE,0.150392049202569
JEEP,GRAND CHEROKEE L,0.1078291822651005
JEEP,GRAND WAGONEER,0.269000906451165
JEEP,GS4,0.1244723099851198
JEEP,PATRIOT,0.0919985382344564
JEEP,RENEGADE,0.069842365276005
JEEP,WAGONEER,0.1244723099851198
JEEP,WRANGLER,0.1200270968918139
JEEP,WRANGLER RUBICON 392,0.1200270968918139
JEEP,WRANGLER UNLIMITED,0.1147012446123009
JETOUR,DASHING,0.1237499380347418
JETOUR,G700,0.0273892735717431
JETOUR,JETOUR DASHING,-0.2324058919803584
JETOUR,JETOUR T2,0.0739341904628574
JETOUR,JETOUR X50,0.0739341904628574
JETOUR,JETOUR X70 PLUS,0.0739341904628574
JETOUR,S06,0.0739341904628574
JETOUR,T 2,0.0739341904628574
JETOUR,T 2/STATION,0.0739341904628574
JETOUR,T1,0.1381858048524757
JETOUR,T2,0.0492059772827242
JETOUR,TRAVELLER,0.0739341904628574
JETOUR,UNKNOWN,0.0739341904628574
JETOUR,X 50,0.0739341904628574
JETOUR,X 70,0.0739341904628574
JETOUR,X 70 PLUS,0.0739341904628574
JETOUR,X50,0.1094494047619063
JETOUR,X70,0.0684136697046569
JETOUR,X70 PLUS,0.0622320772886175
